"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","GeneSymbol","EntrezID"
"100156691_TGI_at",2.25153010160712,-0.549425592293406,4.91194855278523,1.54930650235202e-06,0.000104161067927359,4.85190388320709,"Yes","CCNE2",9134
"100154550_TGI_at",-2.57614073605284,-4.15627298628342,-4.88336092639251,1.7710206023872e-06,0.000116564792082164,4.72595901032938,"Yes","SFRP5",6425
"100161876_TGI_at",2.4263722477995,-2.35149859826175,4.87003583607146,1.88455640523754e-06,0.000123174606646326,4.66746443622113,"Yes","TRIM59",286827
"100160973_TGI_at",-3.40598763509909,-4.10283491627934,-4.86942729668632,1.88990588198129e-06,0.000123200149395214,4.66479626019487,"Yes","GPM6A",2823
"100159213_TGI_at",-3.36092273089327,-1.95110168018212,-4.85920953851952,1.98194831007912e-06,0.000127543803748962,4.6200376208368,"Yes","KBTBD11",9920
"100125172_TGI_at",2.05907567232616,-3.06526896956035,4.85389188932677,2.03154815780556e-06,0.000130512210028459,4.59677495634566,"Yes","C6orf167",253714
"100126566_TGI_at",2.11665994420093,-1.44784948253784,4.84602236213706,2.10715643036957e-06,0.000134483977620756,4.56238799497465,"Yes","E2F2",1870
"100153435_TGI_at",2.23401379003247,-0.000441901496289187,4.80350173694587,2.56507113073034e-06,0.000157774964378245,4.37739901955926,"Yes","GSTA4",2941
"100129018_TGI_at",-2.315914549025,-2.47284138744141,-4.76869139040873,3.01010944965112e-06,0.000181750220211573,4.22697568114388,"Yes","OXT",5020
"100137626_TGI_at",-2.65572569266808,-4.46846304556357,-4.75279688959993,3.23726428467116e-06,0.000192200420768581,4.15859880353427,"Yes","C8orf79",57604
"100158584_TGI_at",2.72184706664785,-3.17555526151076,4.75036493013484,3.27344698882353e-06,0.00019404208948575,4.14815370755078,"Yes","FBXO43",286151
"100148091_TGI_at",2.81731687817635,-2.38915066197528,4.74349863176388,3.37772101503619e-06,0.000197728210571792,4.11868780953025,"Yes","NEIL3",55247
"100146562_TGI_at",2.31215975343032,-0.441930726244393,4.73918446010973,3.44486806786489e-06,0.000200720979420928,4.10019248102877,"Yes","OLFML2B",25903
"100134186_TGI_at",2.03205238663852,-2.01049770442856,4.72324804250814,3.70424190029118e-06,0.000212863637762604,4.03199468454297,"Yes","OSBPL3",26031
"100129252_TGI_at",-3.49013627215028,-1.40309084884226,-4.72078754169055,3.74592918499578e-06,0.000214276271888145,4.02148261496559,"Yes","BCO2",83875
"100161476_TGI_at",-3.29987649854699,-0.175743964086549,-4.71846039055283,3.78577302026319e-06,0.00021557109340535,4.01154452505736,"Yes","MT1L",4500
"100151412_TGI_at",-2.73650041549309,-1.96439903367471,-4.71058015168563,3.9237488889001e-06,0.000222081823407596,3.97792280693007,"Yes","AADAT",51166
"100138450_TGI_at",2.6067821439441,0.236865662847848,4.70713998642829,3.98549119559643e-06,0.000225237188139707,3.96325997006096,"Yes","CCNE1",898
"100157846_TGI_at",-2.5481454725483,-1.58378305152853,-4.68709707367385,4.36425757408818e-06,0.00024227109032405,3.87801267988554,"Yes","C7orf58",79974
"100151577_TGI_at",-2.38987309462462,-0.952258085214754,-4.68113281638463,4.48350898671081e-06,0.000247429125900978,3.85270483981321,"Yes","MAN1C1",57134
"100142808_TGI_at",2.42602835392199,-2.69241833181011,4.68053989379141,4.49553415676987e-06,0.000247728980468805,3.85019041495179,"Yes","MCM10",55388
"100149369_TGI_at",-2.06777803001359,-4.96814562676356,-4.6748296382308,4.6129464118508e-06,0.000253085769416316,3.82598860165885,"Yes","SLC17A8",246213
"100155966_TGI_at",2.46244143255934,-0.784765831504568,4.66337028041441,4.85754374916776e-06,0.000260794584544604,3.77749603821309,"Yes","THY1",7070
"100145191_TGI_at",2.50811786403104,-2.89438216491803,4.63066340950518,5.62630738455337e-06,0.000295241672799313,3.63964716027779,"Yes","KIF15",56992
"100140768_TGI_at",-2.88847111398323,-3.25377824300384,-4.62600348844199,5.74494490729029e-06,0.000300705458921704,3.62007432805323,"Yes","KCNJ16",3773
"100147397_TGI_at",-4.08101738731614,-3.48421374108413,-4.60947825189537,6.18537596351097e-06,0.000317936795657505,3.55079961905147,"Yes","",728208
"100130734_TGI_at",-2.46070819057505,-1.30133807703459,-4.60144357005407,6.41108281858238e-06,0.000326613572697045,3.51719418814904,"Yes","JMJD5",79831
"100155069_TGI_at",-3.61122339245433,-4.03113467679424,-4.59816617136516,6.50540720392515e-06,0.000330203106792121,3.50350068320158,"Yes","DIRAS3",9077
"100125406_TGI_at",2.34096803613529,-1.64622890494928,4.59607187717519,6.56637907961693e-06,0.000332454540991352,3.49475474308002,"Yes","CCDC102B",79839
"100155978_TGI_at",-2.92659757266975,-4.0885248755157,-4.58774025511344,6.81442826922729e-06,0.00034010603348486,3.45999491688064,"Yes","ST6GAL2",84620
"100127259_TGI_at",2.24377977661917,1.54989762194423,4.57299682717623,7.27561713672245e-06,0.000359779267410925,3.39861688154146,"Yes","RBP7",116362
"100147529_TGI_at",-2.18726504539621,-4.69594184164758,-4.5676935999983,7.44873298753276e-06,0.000365656852121531,3.37658044697641,"Yes","RNF150",57484
"100141336_TGI_at",-2.29681617224705,-0.526171717036046,-4.56014730075946,7.70191225619728e-06,0.000374939464264775,3.34526111794829,"Yes","IL1RAP",3556
"100135573_TGI_at",-3.59747327463297,-2.39605547208852,-4.54228980760958,8.33440822927224e-06,0.000397997115721105,3.27132397424594,"Yes","ADCY1",107
"100137707_TGI_at",-2.3503999344278,-1.75507611607127,-4.54052809034173,8.39944450625418e-06,0.000400086088002592,3.26404323170704,"Yes","TTC36",143941
"100143799_TGI_at",-3.69700753530696,-3.57199947865045,-4.52114601723821,9.14792954377869e-06,0.00042760881606255,3.18410182145815,"Yes","",79804
"100129451_TGI_at",-3.57104919977524,-1.91593439041467,-4.50454145782387,9.83974391168046e-06,0.000453182911383303,3.11584973412982,"Yes","CDHR2",54825
"100148857_TGI_at",2.60721716673405,-0.963958286738761,4.5030152885598,9.90579340890399e-06,0.000455621403964023,3.10958732744405,"Yes","DNAJC6",9829
"100129441_TGI_at",-2.48975581694905,-4.10446098425834,-4.50255714764627,9.92570376491966e-06,0.000455621403964023,3.1077077707605,"Yes","NTRK2",4915
"100122931_TGI_at",2.39396657652093,-3.4213809650722,4.49598550671817,1.02155647687342e-05,0.000465923974682731,3.08076522008399,"Yes","GTSE1",51512
"100150002_TGI_at",-2.00278958266276,-0.105542800169597,-4.48803672309042,1.05770377456197e-05,0.000477773458374788,3.04822184464359,"Yes","",158257
"100146860_TGI_at",2.22482936960838,-2.96191521069034,4.48666063340097,1.06408500637044e-05,0.000479486671808611,3.04259298005731,"Yes","SHCBP1",79801
"100146287_TGI_at",3.5249693691204,-1.01019039701306,4.48639362165362,1.06532747315255e-05,0.000479486671808611,3.04150094638993,"Yes","CTHRC1",115908
"100153329_TGI_at",-2.85272187143396,-3.1889116837686,-4.46148332315525,1.18757296668796e-05,0.000522615541382516,2.93986807154097,"Yes","C2orf40",84417
"100148657_TGI_at",-3.20987458309745,-3.27965013432404,-4.45611813051238,1.21561037828832e-05,0.00053370407986953,2.91804213537415,"Yes","HAND2",9464
"100133900_TGI_at",3.63263814833253,3.38328248092311,4.45142615216376,1.24064934942091e-05,0.000542794922583662,2.89897343326541,"Yes","GPC3",2719
"100130620_TGI_at",-2.26519734357728,-4.75432413326056,-4.43329964506583,1.34211110839456e-05,0.000579761145697521,2.82546817341345,"Yes","TFPI2",7980
"100150135_TGI_at",-2.40604060861703,-4.58645615918465,-4.42823854903036,1.37183225315167e-05,0.000589777603705452,2.80499102817478,"Yes","GHR",2690
"100135519_TGI_at",-3.03264515586918,-1.64321544939958,-4.42344721384077,1.40055014953428e-05,0.000598130405906786,2.7856239474007,"Yes","LPA",4018
"100141353_TGI_at",-2.04629537592817,-3.31057552728678,-4.42126718032403,1.4138066557295e-05,0.000601594164881623,2.77681801788748,"Yes","NTF3",4908
"100161935_TGI_at",2.03926888165723,-2.01559798099436,4.42106147695977,1.41506370537852e-05,0.000601594164881623,2.77598730259139,"Yes","E2F1",1869
"100158678_TGI_at",-2.23733202249911,-2.47362326097603,-4.41400619297074,1.45883305336702e-05,0.000616020941703813,2.74751536617594,"Yes","MYOM2",9172
"100158754_TGI_at",2.23019390015765,-1.0650415006102,4.40114891144914,1.54195625390704e-05,0.000646040133047206,2.69573030685352,"Yes","TREM2",54209
"100151788_TGI_at",-2.31960247371345,-2.10968331647814,-4.40026736623712,1.54781882050763e-05,0.000647053692016884,2.69218450847023,"Yes","ABCA9",10350
"100138221_TGI_at",-2.30459464265989,-1.68904449687321,-4.3950715195709,1.5828093884613e-05,0.000658021487136645,2.67129798311323,"Yes","MRO",83876
"100142633_TGI_at",-2.31890542279877,-2.58821019212177,-4.39100227128686,1.61074117092187e-05,0.000664887131955505,2.65495512897779,"Yes","B3GAT1",27087
"100134069_TGI_at",2.51808796307424,-2.82139835424098,4.38930654752501,1.62251971898158e-05,0.000667881008529744,2.64814865711348,"Yes","PLXDC1",57125
"100129939_TGI_at",-2.13759903143929,-3.35271362565996,-4.37039526090537,1.75959771497694e-05,0.000711066680906059,2.57239491396187,"Yes","PROK2",60675
"100125255_TGI_at",-2.28459324238236,-4.36797646409214,-4.3677978516927,1.77927010640593e-05,0.000716106756102998,2.56201250388448,"Yes","PRKAR2B",5577
"100143185_TGI_at",-3.06246654922417,-4.0228676080534,-4.36441921058651,1.8051748778937e-05,0.000723263137110886,2.54851534869581,"Yes","SCN7A",6332
"100140305_TGI_at",-4.08543878557342,-2.19655303480888,-4.34227545077249,1.9841158665934e-05,0.000779174947735771,2.46027878680604,"Yes","FAM180A",389558
"100137227_TGI_at",-4.05382817393741,0.858992353735874,-4.32853903276525,2.10352445057392e-05,0.000815837522202984,2.40573900142085,"Yes","CYP1A2",1544
"100161695_TGI_at",-2.15648052337913,-3.51143064589588,-4.32507881250671,2.1346711059424e-05,0.000823667448701511,2.39202404694354,"Yes","SYN1",6853
"100140653_TGI_at",2.51759288112454,-0.27186722738356,4.29660566262187,2.40827180753502e-05,0.000902369601902105,2.27953007327865,"Yes","CELSR3",1951
"100153456_TGI_at",2.1117387707648,-0.434161262891762,4.28101367974961,2.57199689685696e-05,0.000955146120332788,2.21820229992302,"Yes","BLM",641
"100137103_TGI_at",2.93208764256426,-2.95328465781165,4.27592566813748,2.62768985367665e-05,0.000971986614969252,2.19823174786626,"Yes","ANKRD29",147463
"100129420_TGI_at",-3.44128218658126,-1.53717019779601,-4.27144012782208,2.67774297078628e-05,0.00098855536668065,2.18064309053479,"Yes","ADRA1A",148
"100147415_TGI_at",-3.21930351693817,0.720018190946628,-4.27024849114177,2.69119265633798e-05,0.000990162671541462,2.17597316409718,"Yes","MT1A",4489
"100127162_TGI_at",-2.62657577680369,-2.34035193996589,-4.20537605788761,3.52920553342941e-05,0.00122582811790521,1.92346260534424,"Yes","DPF3",8110
"100130641_TGI_at",-2.95016045928703,-2.05148902714091,-4.20277307012541,3.56755948297726e-05,0.00123686365764992,1.91340129800435,"Yes","NPY1R",4886
"100127325_TGI_at",-2.202874145808,-3.65947159771375,-4.19652878449039,3.6611954450658e-05,0.00125724331157629,1.88928757095293,"Yes","CLDN10",9071
"100151082_TGI_at",-2.73174720245491,-0.562595586255389,-4.18502975833363,3.83980027643334e-05,0.00129539833024163,1.84496372951053,"Yes","LY6E",4061
"100135919_TGI_at",-2.62330453633031,-1.99057054690048,-4.16817245261905,4.11672959033437e-05,0.00136673967724334,1.78017893173565,"Yes","DTX1",1840
"100128635_TGI_at",-2.09423648570697,-1.2029519572972,-4.16717396601946,4.1337166129248e-05,0.00136754698720898,1.77634882129082,"Yes","RBMS3",27303
"100143327_TGI_at",-2.41664379951944,-4.03616330878817,-4.15292614305134,4.38351646763785e-05,0.00143253318162405,1.72178321154154,"Yes","RANBP3L",202151
"100129799_TGI_at",-2.33757396726934,-4.37460918927369,-4.14224359590445,4.58018362197851e-05,0.00147247614098543,1.68097949444135,"Yes","DPPA4",55211
"100147920_TGI_at",-3.13859512253602,-2.54636127054027,-4.14156302036557,4.59299407669734e-05,0.00147533250761059,1.67838305811102,"Yes","EXPH5",23086
"100139438_TGI_at",-2.01687698687122,-4.20629266010027,-4.14121269393689,4.59960157298836e-05,0.0014761932221695,1.67704668817976,"Yes","SPG20",23111
"100126217_TGI_at",-2.4454936731446,-2.62212291929404,-4.1154533543003,5.11107542801016e-05,0.00161415493055023,1.57905673622161,"Yes","ATOH8",84913
"100122391_TGI_at",-2.57077884253969,1.6493825434865,-4.09951096876997,5.45430699597903e-05,0.00170393820052273,1.5186809332889,"Yes","MT1F",4494
"100147073_TGI_at",2.00638488595954,0.139743178939626,4.09698711847027,5.5106180349707e-05,0.00171955628384157,1.50914174426314,"Yes","PLA2G7",7941
"100159705_TGI_at",-2.68038963312017,-1.79673351729743,-4.07815275816223,5.94867231554285e-05,0.00181882332583176,1.43811878396172,"Yes","SLC4A4",8671
"100162235_TGI_at",2.50563709733671,-2.50208692611539,4.07786316859261,5.95565968441915e-05,0.00181882332583176,1.43702901883279,"Yes","CD109",135228
"100123645_TGI_at",-2.77783923438025,-0.374243491663792,-4.07721565693021,5.97131146586391e-05,0.00182154080771183,1.43459259121387,"Yes","INMT",11185
"100141923_TGI_at",-2.46808437132045,-0.79905037838882,-4.07036138735744,6.13941358125621e-05,0.00185774107255049,1.40882261353649,"Yes","LYVE1",10894
"100136977_TGI_at",-2.0187469795836,-1.12854336453623,-4.06966636240904,6.15670852722141e-05,0.00186147562244598,1.40621166937049,"Yes","IL18R1",8809
"100149474_TGI_at",2.02673940083549,-0.13272486191789,4.06908282126075,6.17126512518122e-05,0.00186295971049799,1.4040198316563,"Yes","TNFSF4",7292
"100136130_TGI_at",2.27493340628047,-3.44794801261969,4.0560427969346,6.50522755289599e-05,0.00193568440259884,1.35511269882129,"Yes","TROAP",10024
"100154453_TGI_at",-2.62284467021635,2.13473769382384,-4.05584927178657,6.51031101294485e-05,0.00193568440259884,1.35438792025555,"Yes","MT1X",4501
"100152324_TGI_at",-2.16520676208633,-0.552022103593559,-4.05146431547707,6.62651203158205e-05,0.00195938296751311,1.33797384787626,"Yes","NR4A3",8013
"100128573_TGI_at",-2.6691157506968,-3.30906141419926,-4.03116085418734,7.19075583233662e-05,0.00209166397593556,1.26217736525989,"Yes","GREM2",64388
"100160625_TGI_at",2.36860980651853,-0.959113279180919,4.02706699911108,7.30993135114963e-05,0.00211766878667033,1.24693511663149,"Yes","DTNA",1837
"100156496_TGI_at",2.46277163771613,-2.36254026765275,4.02579395793995,7.34737188525523e-05,0.00212406869378201,1.24219812397867,"Yes","LAIR2",3904
"100134038_TGI_at",3.28487875650914,0.100180845253813,4.00425396568885,8.00919240098914e-05,0.00227170919859603,1.16224899694398,"Yes","IGF2BP3",10643
"100131523_TGI_at",3.3370676529561,-1.48610483780445,3.98878303718907,8.51909279601424e-05,0.00239107203480065,1.10506099222102,"Yes","DTNA",1837
"100145439_TGI_at",-2.09550325345596,-2.22824787232343,-3.98103932296133,8.78575406956791e-05,0.00243859829721197,1.07651031398222,"Yes","IL1RN",3557
"100151680_TGI_at",-2.04600010765248,-4.558004295146,-3.95256940757838,9.8359047388789e-05,0.00268448055117318,0.971967204407551,"Yes","RNF165",494470
"100133413_TGI_at",-2.727818451663,-4.25042888226995,-3.94599220089294,0.000100949197407395,0.00274520458535796,0.947910255993463,"Yes","SCARA5",286133
"100132341_TGI_at",-2.38794699070962,-3.28884843029582,-3.94373392502181,0.000101853355559383,0.00276578960161325,0.939658557267602,"Yes","ITLN1",55600
"100130836_TGI_at",-4.05279489042989,-3.72372832816205,-3.93366821697934,0.00010597770815612,0.0028428652590459,0.90292980847932,"Yes","FREM2",341640
"100153378_TGI_at",2.03717141664239,-0.904712174074146,3.93071956968208,0.00010721559104043,0.00286788351778038,0.89218632791963,"Yes","CD163L1",283316
"100129945_TGI_at",-2.04675255335566,-2.7029681953776,-3.92607199587441,0.000109194595631749,0.00289608418703768,0.875267335170543,"Yes","PAMR1",25891
"100127386_TGI_at",-2.22807398555771,-3.58971961777459,-3.92459346757402,0.000109831405952333,0.00290467640528638,0.869888652219468,"Yes","PRELP",5549
"100123770_TGI_at",-3.38408874061823,-1.50022853157219,-3.92442311495372,0.000109905003680412,0.00290467640528638,0.869269048792248,"Yes","HGFAC",3083
"100128972_TGI_at",-2.78382401248157,-3.67906377875286,-3.92278173495491,0.000110616532722935,0.00291388081962342,0.86330027990644,"Yes","ODZ1",10178
"100152897_TGI_at",-2.55763525586329,-3.18762625595905,-3.91934718507337,0.000112119552583693,0.00294054883767468,0.850817970637895,"Yes","",100128178
"100130630_TGI_at",-2.15746013705294,-1.99145208721353,-3.91933936383644,0.000112122997296254,0.00294054883767468,0.850789556757255,"Yes","ANK3",288
"100123732_TGI_at",2.39436678048768,-1.17469123735668,3.91237191681285,0.000115231873467641,0.00300739185323674,0.825497508295419,"Yes","APLN",8862
"100145563_TGI_at",-2.5915759382205,-0.045336773741863,-3.89686459945123,0.000122447194682385,0.0031649315478359,0.769349608534426,"Yes","ALPL",249
"100143066_TGI_at",-2.32230608587983,-2.18964466331271,-3.89406033016606,0.000123796881805081,0.00318885155037599,0.759217343276768,"Yes","SMAD9",4093
"100131659_TGI_at",2.42856970798126,0.845664612167673,3.8625513906726,0.000139963841179045,0.00351241786736984,0.645818712934113,"Yes","COL15A1",1306
"100125703_TGI_at",-2.30798682978763,-3.21001281454216,-3.8464290341237,0.000148990363122159,0.00369861033508387,0.588114139763941,"Yes","LHX2",9355
"100132887_TGI_at",-2.25239204380843,0.237007304556526,-3.82112432312699,0.000164277154783947,0.00396568510146591,0.497980422645755,"Yes","STEAP4",79689
"100137169_TGI_at",-2.21712414130848,-4.02658411092952,-3.81990866502742,0.000165047675119194,0.0039812719681191,0.493663753948469,"Yes","FAM150B",285016
"100127472_TGI_at",-3.4324550579466,-2.00487051743258,-3.81966012139278,0.000165205629839676,0.00398252596576953,0.492781354397982,"Yes","NAT2",10
"100126644_TGI_at",-2.78523604869585,-1.88648675465718,-3.78730008841685,0.00018703800895933,0.00437772659946528,0.378334339828578,"Yes","SHBG",6462
"100141382_TGI_at",-3.65133351041301,-1.06262582149506,-3.77936782597161,0.00019279141691699,0.00447805131679502,0.350413954765054,"Yes","MFSD2A",84879
"100156883_TGI_at",-2.04889681521409,-3.45027178906154,-3.77778620577122,0.000193958412827558,0.00449404751595887,0.34485317798325,"Yes","WDR72",256764
"100125218_TGI_at",-2.12685828548496,-2.8002462072522,-3.77150659161411,0.000198657998911945,0.00459161433893525,0.322795496834273,"Yes","EGR3",1960
"100125753_TGI_at",-3.8176190829916,-1.1432773890212,-3.74833338997463,0.000216948111021704,0.00489396393062285,0.241683377616618,"Yes","DPT",1805
"100149346_TGI_at",-2.05373433118518,0.110012809810512,-3.74380832185716,0.000220700386350774,0.0049531888073214,0.225897005198556,"Yes","SOCS2",8835
"100134478_TGI_at",2.05288164436395,-3.76268215778656,3.73437733440454,0.000228718519455513,0.00509827959559733,0.193050814311365,"Yes","FDFT1",2222
"100131608_TGI_at",4.09160081083405,-0.636927994776631,3.71108777329459,0.00024971265614774,0.00545305115824773,0.112258041034153,"Yes","ZIC2",7546
"100122368_TGI_at",2.48975870810163,-1.92848232208715,3.70631613233714,0.000254232584671015,0.00553246612455477,0.0957612362648215,"Yes","DUXAP10",503639
"100161265_TGI_at",-2.60848657942429,-2.95147415435026,-3.70317325873491,0.000257251684705416,0.00556225525640686,0.0849059684923841,"Yes","PTGS2",5743
"100146158_TGI_at",-2.6576624649091,-1.04723459120691,-3.70302405300651,0.000257395851496262,0.00556225525640686,0.0843908289250388,"Yes","IGF1",3479
"100132613_TGI_at",-3.7084616179213,-3.21811454991031,-3.69455379202752,0.000265706103328927,0.0056963872078196,0.0551775980494469,"Yes","PROM1",8842
"100156680_TGI_at",-2.20082313198231,0.331644823328898,-3.69000407899707,0.000270273628635052,0.00578111753634749,0.0395109561227462,"Yes","EFHD1",80303
"100152776_TGI_at",2.11302769931663,-3.41392674809997,3.65158177809932,0.000311907029073253,0.00646557637431385,-0.0920975610259296,"Yes","ALG1L",200810
"100161301_TGI_at",-2.12781567399852,1.49791082692069,-3.65086325712915,0.00031274026971356,0.00647603867441223,-0.094546849916469,"Yes","CXCL2",2920
"100127959_TGI_at",-2.5218704840501,0.0646098591038647,-3.64333700511961,0.000321595003817692,0.00662619705782704,-0.120176052853432,"Yes","CXCL12",6387
"100145464_TGI_at",3.04986976279446,-2.68525620897363,3.62136627432229,0.000348812669957259,0.0070177075815491,-0.194718998365482,"Yes","",344887
"100147293_TGI_at",2.15230901250482,-1.63278914865837,3.61725298508737,0.000354143227983881,0.00709835242351478,-0.208629260054356,"Yes","STXBP6",29091
"100125790_TGI_at",-3.93646711435937,-1.20407283259962,-3.60686289953801,0.000367951234615579,0.00727424686971209,-0.243702434454408,"Yes","TCL1B",9623
"100128132_TGI_at",-2.35656265633182,-1.52939469092073,-3.60296366087359,0.000373262557423402,0.0073291292753847,-0.256841229555826,"Yes","OLFML3",56944
"100162747_TGI_at",-2.00296999178233,0.578481558166674,-3.59143295348106,0.000389393759607127,0.0075628921310362,-0.295619372436091,"Yes","ID1",3397
"100162763_TGI_at",-2.07033466340629,-4.80470674600409,-3.58685685526319,0.000395975359043706,0.00765139340141383,-0.31097764773788,"Yes","CADM2",253559
"100130436_TGI_at",-2.63870585844888,-0.380155667490331,-3.58503275324089,0.000398627900477684,0.00768662583671233,-0.317094730053569,"Yes","ESR1",2099
"100124290_TGI_at",-3.104311898574,-2.6180398990403,-3.58161693708858,0.000403640004755614,0.0077593855031844,-0.328541983195473,"Yes","EXPH5",23086
"100143129_TGI_at",-3.45539811222804,-3.19015653181272,-3.57955935011646,0.000406687652261174,0.00779405168142755,-0.335432685472284,"Yes","CHRNA4",1137
"100138418_TGI_at",-2.02007267100876,-1.08489895581016,-3.571466790328,0.000418885061228332,0.00797494345039675,-0.362499135784491,"Yes","PCK1",5105
"100152987_TGI_at",-3.45487322379064,-0.178748224006633,-3.56956949889467,0.000421794020291442,0.00801694083586832,-0.368836774749306,"Yes","APOF",319
"100125540_TGI_at",-2.67164081804375,-3.00123416579758,-3.56879100574221,0.000422993098158938,0.00802753056691795,-0.371436337161267,"Yes","SRD5A2",6716
"100125029_TGI_at",2.55460310765824,-3.07667854997699,3.55286501798038,0.000448236847783176,0.00836691655737623,-0.424503553902532,"Yes","TTC9",23508
"100155604_TGI_at",-2.67067719728056,-0.876167648755647,-3.55101913619113,0.000451252432504807,0.00841218696348991,-0.430640276737503,"Yes","MFAP3L",9848
"100142930_TGI_at",-3.70996231583162,-2.67818116659163,-3.53292050746144,0.000481845231473234,0.00879917759437662,-0.490656209699837,"Yes","GREM2",64388
"100121823_TGI_at",3.69144043975002,-0.166611871580371,3.52944177797081,0.000487943981766779,0.00888464666800343,-0.502159838186917,"Yes","SULT1C2",6819
"100134346_TGI_at",-2.82989402301227,-3.04728948137284,-3.5283210394693,0.000489924175001136,0.00891638273360421,-0.505863750284416,"Yes","PLCXD3",345557
"100139913_TGI_at",-2.04598323899163,-4.57195559155779,-3.52680235637757,0.000492619507345601,0.00894427970207484,-0.510881113018335,"Yes","SLCO4C1",353189
"100132199_TGI_at",3.47715221350021,-2.57078099770104,3.50616575916355,0.000530650377254689,0.00942036016910049,-0.578864227670886,"Yes","HOXA13",3209
"100162707_TGI_at",-2.52981369474425,-1.40558646384147,-3.50430257326908,0.000534216130861959,0.00946577587461298,-0.584984207137899,"Yes","TMEM27",57393
"100130092_TGI_at",-2.48424240599232,0.43529789062656,-3.50252658602443,0.000537635889806028,0.00947923077011013,-0.590815003298029,"Yes","CXCL12",6387
"100144606_TGI_at",3.28474546365999,-0.844240306708786,3.50167437765607,0.000539284134376136,0.00949291631762246,-0.593611956075242,"Yes","EPS8L3",79574
"100142994_TGI_at",-4.60520926384316,-1.85984365242895,-3.47013981210385,0.000603710352479181,0.0103648435207275,-0.696671509855803,"No","SLCO1B3",28234
"100122059_TGI_at",-3.09284377260355,-1.12599377584259,-3.46143691765446,0.000622719636941952,0.0105800404139026,-0.724963816014642,"No","SAMD5",389432
"100133722_TGI_at",-2.92395247220415,-3.34125166833526,-3.45464773718363,0.000637936125901997,0.0107704022837596,-0.746989701301398,"No","SLCO4C1",353189
"100135298_TGI_at",-2.40080682396616,0.119536903038663,-3.45061373844927,0.000647141442834378,0.0109013311091894,-0.760058316727771,"No","KMO",8564
"100143480_TGI_at",-2.78675978563366,-2.06338929522054,-3.44752513214036,0.000654273236394139,0.0109722877153791,-0.77005477783398,"No","CYP39A1",51302
"100156250_TGI_at",2.17039379873444,-0.392085497897504,3.43714853610087,0.000678775284440921,0.0112702472207089,-0.803579250339514,"No","LAMA3",3909
"100152833_TGI_at",2.52065385692332,-3.42487714823043,3.4211203246,0.000718313522812711,0.011778210651984,-0.855180933703239,"No","SIX4",51804
"100151999_TGI_at",2.34165551563785,-3.3215965493253,3.41344670216057,0.000737994969053338,0.0120431293647254,-0.879807374644341,"No","HIST1H4E",8367
"100127073_TGI_at",-2.64593048735852,-0.777845468696334,-3.41205501266912,0.000741617910145805,0.0120934171973311,-0.884268199715439,"No","FAM134B",54463
"100162156_TGI_at",-3.40764733541268,-0.935102158173534,-3.4082047176011,0.000751727985552668,0.0121616190930006,-0.896600978217047,"No","GREM2",64388
"100123719_TGI_at",2.50018538224039,-1.44816981442007,3.39568751276149,0.000785491767597533,0.0125671994933378,-0.936606251438392,"No","APOBEC3B",9582
"100138583_TGI_at",2.51023073818688,-0.483703913709804,3.39097689446133,0.000798560717435856,0.012727527091889,-0.951626517889287,"No","DTNA",1837
"100154982_TGI_at",2.83325863339379,-2.5273170770793,3.38674206628247,0.000810482568013,0.0128584475538848,-0.965113344869006,"No","CDCA7",83879
"100152512_TGI_at",-2.081426372777,-2.91975269823205,-3.38374156015739,0.000819029847443251,0.012960328305942,-0.974659812198392,"No","CILP",8483
"100132579_TGI_at",-2.81251294752697,-0.871213938075737,-3.37646791822831,0.000840099860703998,0.0132435540960477,-0.99776952199259,"No","C14orf68",283600
"100160459_TGI_at",2.35477629723538,-1.27876502426486,3.3629773396319,0.000880523122090704,0.0137241280283389,-1.04051064359769,"No","ULK4",54986
"100143514_TGI_at",-2.50497132497756,-4.48450448560644,-3.31947558688261,0.00102355729704588,0.0152848456978896,-1.17726157801079,"No","DCDC5",196296
"100132000_TGI_at",-2.46083535558785,-4.25414218204314,-3.3188172397964,0.00102587934542459,0.0153055170939844,-1.17931854938132,"No","DCDC5",196296
"100144076_TGI_at",-2.75444311966625,-2.66354786952626,-3.31171037526349,0.00105125988014333,0.0155587801392818,-1.20149964943533,"No","C7",730
"100138202_TGI_at",-2.95688303408592,-2.50858590068562,-3.30658794837336,0.00106991438092184,0.0157746262313866,-1.21745998651322,"No","C7",730
"100122440_TGI_at",2.00756877628787,-0.101883830532476,3.30225010465171,0.00108595191704856,0.0159043393960371,-1.23095793035288,"No","CAPG",822
"100127094_TGI_at",-2.98186846022264,-1.76959060180107,-3.29081857952915,0.00112929277243869,0.0163991812108928,-1.26645081463171,"No","SRD5A2",6716
"100127224_TGI_at",2.00260365224481,-1.10207926965951,3.274901599037,0.00119232164334849,0.0170185461452043,-1.31568111646474,"No","HIST1H2BG",8339
"100122546_TGI_at",-2.48488992909341,-3.37495959477886,-3.2721913379517,0.00120337405414807,0.017111314303062,-1.32404184645489,"No","FOLH1B",219595
"100150167_TGI_at",-3.11128644754982,-1.2838165287589,-3.26802457731307,0.00122055179797941,0.0172836389117039,-1.33688318270968,"No","HAO2",51179
"100148885_TGI_at",-2.2540238447695,-2.14118465810939,-3.25407514237721,0.00127973046778561,0.0178924220388091,-1.37976326934573,"No","GSPT2",23708
